Cluster ID	Gene ID|Swissprot Annotation	PFAM Annotations	NR Annotation	P value	Adjusted P Value	Average Log Fold Change	Percent Positive Cells in Cluster	Percent Positive Cells Outside of Cluster
ecEp-nem(id)	t7055aep|AZRB_BACOY	PF03358	PREDICTED: uncharacterized protein LOC100197049 [Hydra vulgaris] >gi|828209892|ref|XP_012558127.1| PREDICTED: uncharacterized protein LOC100197049 [Hydra vulgaris] >gi|828209894|ref|XP_012558128.1| PREDICTED: uncharacterized protein LOC100197049 [Hydra vulgaris]	2.27E-99	7.58E-95	0.527849418	0.817	0.377
ecEp-nem(id)	t19411aep|HDC_HUMAN	PF16002	PREDICTED: headcase protein homolog isoform X1 [Hydra vulgaris]	3.57E-81	1.19E-76	0.525827933	0.935	0.563
ecEp-nem(id)	t31467aep|MCTP1_HUMAN	PF00168	PREDICTED: putative leucine-rich repeat-containing protein DDB_G0290503 [Hydra vulgaris]	1.38E-75	4.61E-71	0.523352103	0.955	0.548
ecEp-nem(id)	t10331aep	NA	NA	6.48E-173	2.16E-168	0.521434046	0.748	0.195
ecEp-nem(id)	t4153aep|SYT9_HUMAN	PF00168	PREDICTED: synaptotagmin-9-like [Hydra vulgaris]	6.50E-196	2.17E-191	0.521286086	0.646	0.137
ecEp-nem(id)	t12633aep|HMCN1_HUMAN	PF00090	PREDICTED: coadhesin-like [Hydra vulgaris]	1.62E-157	5.39E-153	0.519728802	0.782	0.209
ecEp-nem(id)	t1119aep|BLC_VIBCH	PF08212	PREDICTED: apolipoprotein D-like [Hydra vulgaris]	4.70E-199	1.57E-194	0.512209017	0.795	0.198
ecEp-nem(id)	t8944aep|CERS1_MOUSE	PF03798	PREDICTED: ceramide synthase 1-like [Hydra vulgaris]	4.48E-97	1.49E-92	0.511348786	0.844	0.385
ecEp-nem(id)	t4554aep	NA	PREDICTED: protein PLASTID MOVEMENT IMPAIRED 2-like [Hydra vulgaris]	3.95E-172	1.32E-167	0.510499888	0.808	0.217
ecEp-nem(id)	t35802aep	NA	PREDICTED: putative uncharacterized protein DDB_G0282499 [Hydra vulgaris]	6.08E-209	2.03E-204	0.509880288	0.693	0.148
ecEp-nem(id)	t38251aep	NA	PREDICTED: uncharacterized protein LOC105845888 [Hydra vulgaris]	7.66E-145	2.56E-140	0.508440435	0.584	0.148
ecEp-nem(id)	t22588aep	NA	PREDICTED: uncharacterized protein LOC100196985 [Hydra vulgaris] >gi|828220747|ref|XP_012561732.1| PREDICTED: uncharacterized protein LOC100196985 [Hydra vulgaris]	2.64E-263	8.82E-259	0.506673867	0.633	0.103
ecEp-nem(id)	t37188aep	NA	PREDICTED: uncharacterized protein LOC105845888 [Hydra vulgaris]	4.54E-133	1.52E-128	0.505421725	0.682	0.206
ecEp-nem(id)	t16928aep	PF04548;PF17123;PF13639;PF01926	PREDICTED: uncharacterized protein LOC100213925 [Hydra vulgaris]	1.61E-160	5.39E-156	0.505248968	0.717	0.191
ecEp-nem(id)	t19647aep|ACTN_ANOGA	PF00435;PF00307;PF08726;PF00036;PF11971;PF13405;PF13499	"PREDICTED: alpha-actinin, sarcomeric-like [Hydra vulgaris]"	2.64E-73	8.81E-69	0.503026035	0.951	0.642
ecEp-nem(id)	t15724aep|FUCO_BRAFL	PF01120;PF16757	PREDICTED: alpha-L-fucosidase-like [Hydra vulgaris]	1.38E-113	4.60E-109	0.501278831	0.786	0.305
ecEp-nem(id)	t8713aep	PF00219	PREDICTED: uncharacterized protein LOC101237452 [Hydra vulgaris]	1.02E-180	3.40E-176	0.500314931	0.715	0.176
ecEp-nem(id)	t15228aep|MLP3C_HUMAN	PF02991	PREDICTED: microtubule-associated proteins 1A/1B light chain 3C-like [Hydra vulgaris]	1.13E-75	3.78E-71	0.496933891	0.935	0.521
ecEp-nem(id)	t11859aep|GSH1_MOUSE	PF03074	PREDICTED: glutamate--cysteine ligase catalytic subunit-like [Hydra vulgaris]	1.28E-306	4.26E-302	0.496186394	0.399	0.036
ecEp-nem(id)	t31776aep	NA	NA	1.48E-188	4.95E-184	0.495242454	0.686	0.157
ecEp-nem(id)	t14347aep|GCR1_ARATH	PF05462;PF11970	PREDICTED: G-protein coupled receptor 1-like [Hydra vulgaris]	7.46E-171	2.49E-166	0.494894099	0.633	0.143
ecEp-nem(id)	t15231aep|GSH0_RAT	NA	PREDICTED: glutamate--cysteine ligase regulatory subunit-like [Hydra vulgaris]	2.47E-83	8.25E-79	0.493508378	0.922	0.526
ecEp-nem(id)	t19285aep	NA	PREDICTED: uncharacterized protein LOC100207954 [Hydra vulgaris]	1.08E-78	3.59E-74	0.490533255	0.704	0.292
ecEp-nem(id)	t11938aep	NA	PREDICTED: histone-lysine N-methyltransferase EZA1-like [Hydra vulgaris]	8.62E-196	2.88E-191	0.489886713	0.751	0.176
ecEp-nem(id)	t3166aep|VIPA_SALTI	PF03721;PF00984;PF03720	PREDICTED: uncharacterized protein LOC100200825 [Hydra vulgaris]	4.82E-188	1.61E-183	0.488529269	0.655	0.144
ecEp-nem(id)	t5587aep|RERG_BOVIN	PF00071;PF08477	PREDICTED: ras-related and estrogen-regulated growth inhibitor-like [Hydra vulgaris]	2.11E-155	7.05E-151	0.486434502	0.59	0.137
ecEp-nem(id)	t36656aep	NA	PREDICTED: uncharacterized protein LOC100206428 isoform X2 [Hydra vulgaris]	8.76E-113	2.92E-108	0.481518152	0.786	0.293
ecEp-nem(id)	t10420aep	NA	NA	1.49E-172	4.97E-168	0.479211868	0.586	0.128
ecEp-nem(id)	t3139aep|ANTA_HYDVU	PF02822;PF00219	PREDICTED: BPTI/Kunitz domain-containing protein 4-like [Hydra vulgaris]	7.31E-218	2.44E-213	0.478510492	0.875	0.236
ecEp-nem(id)	t34360aep|PH4H_RAT	PF00351	PREDICTED: phenylalanine-4-hydroxylase-like [Hydra vulgaris]	7.30E-111	2.44E-106	0.476982206	0.53	0.146
ecEp-nem(id)	t17225aep|LOX5_MESAU	PF00305	PREDICTED: arachidonate 5-lipoxygenase-like [Hydra vulgaris]	8.71E-159	2.91E-154	0.476060901	0.697	0.182
ecEp-nem(id)	t4944aep	NA	PREDICTED: uncharacterized protein LOC101238033 [Hydra vulgaris]	4.17E-179	1.39E-174	0.475557504	0.655	0.149
ecEp-nem(id)	t29320aep	NA	NA	7.93E-194	2.65E-189	0.47488788	0.612	0.125
ecEp-nem(id)	t19278aep|CANB_DROME	PF00648;PF01067;PF00036;PF13405;PF13833;PF13499	PREDICTED: calpain-9-like [Hydra vulgaris]	7.38E-86	2.46E-81	0.474258364	0.815	0.38
ecEp-nem(id)	t13811aep|TSP2_MOUSE	PF00090	PREDICTED: uncharacterized protein LOC101241527 [Hydra vulgaris]	3.62E-204	1.21E-199	0.474166048	0.762	0.174
ecEp-nem(id)	t179aep|NAGAB_CHICK	PF16499;PF17450	PREDICTED: LOW QUALITY PROTEIN: alpha-N-acetylgalactosaminidase-like [Hydra vulgaris]	5.99E-91	2.00E-86	0.47407184	0.817	0.356
ecEp-nem(id)	t30759aep	NA	PREDICTED: uncharacterized protein LOC100198284 [Hydra vulgaris]	8.86E-187	2.96E-182	0.472925654	0.626	0.132
ecEp-nem(id)	t5953aep|NCS1_PONAB	PF13499;PF13405;PF00036;PF13202;PF13833	predicted protein [Nematostella vectensis] >gi|156211647|gb|EDO32744.1| predicted protein [Nematostella vectensis]	9.97E-70	3.33E-65	0.472355547	0.909	0.552
ecEp-nem(id)	t18717aep	NA	PREDICTED: uncharacterized protein LOC105844361 [Hydra vulgaris]	1.95E-73	6.50E-69	0.472077495	0.459	0.146
ecEp-nem(id)	t23040aep|CASP3_SAIBB	PF00656	PREDICTED: caspase-3-like [Hydra vulgaris]	9.38E-136	3.13E-131	0.471651507	0.764	0.245
ecEp-nem(id)	t7872aep|CDO1_DANRE	PF05995	PREDICTED: cysteine dioxygenase type 1-like [Hydra vulgaris]	1.66E-127	5.54E-123	0.469861967	0.722	0.24
ecEp-nem(id)	t15539aep|INX3_DROME	PF00876	PREDICTED: innexin inx3-like [Hydra vulgaris]	1.29E-104	4.31E-100	0.46951989	0.82	0.314
ecEp-nem(id)	t36977aep|ECT_ACRMI	PF00188	PREDICTED: cysteine-rich secretory protein 2-like isoform X1 [Hydra vulgaris]	1.05E-185	3.51E-181	0.468528674	0.55	0.106
ecEp-nem(id)	t20537aep	NA	NA	4.09E-113	1.37E-108	0.467816899	0.693	0.228
ecEp-nem(id)	t28014aep|PRR5_MOUSE	NA	PREDICTED: proline-rich protein 5-like isoform X3 [Hydra vulgaris]	7.41E-192	2.47E-187	0.465560508	0.695	0.155
ecEp-nem(id)	t5292aep	PF00822	claudin-18-like [Hydra vulgaris] >gi|828205423|ref|XP_012556607.1| PREDICTED: claudin-18-like [Hydra vulgaris] >gi|873757949|emb|CRX73236.1| Claudin-like 1 [Hydra vulgaris]	6.08E-95	2.03E-90	0.464995093	0.878	0.401
ecEp-nem(id)	t1105aep|FBLN4_HUMAN	PF07645;PF12662;PF12947	PREDICTED: EGF-like module-containing mucin-like hormone receptor-like 2 [Hydra vulgaris]	1.28E-179	4.27E-175	0.463854263	0.706	0.169
ecEp-nem(id)	t6938aep|ACHA2_HUMAN	PF02931;PF02932	PREDICTED: neuronal acetylcholine receptor subunit alpha-2-like [Hydra vulgaris]	5.00E-198	1.67E-193	0.463593214	0.666	0.147
ecEp-nem(id)	t21807aep|Y2471_DICDI	PF00307	PREDICTED: general transcriptional corepressor trfA-like isoform X2 [Hydra vulgaris]	7.15E-120	2.39E-115	0.462982199	0.706	0.238
ecEp-nem(id)	t15929aep|ST17A_RABIT	PF00069;PF07714	PREDICTED: serine/threonine-protein kinase dst1-like [Hydra vulgaris] >gi|828223586|ref|XP_012562672.1| PREDICTED: serine/threonine-protein kinase dst1-like [Hydra vulgaris] >gi|828223588|ref|XP_012562673.1| PREDICTED: serine/threonine-protein kinase dst1-like [Hydra vulgaris]	1.06E-78	3.53E-74	0.462816134	0.849	0.424
ecEp-nem(id)	t19456aep|DHE3_RAT	PF02812;PF00208	"PREDICTED: glutamate dehydrogenase, mitochondrial-like [Hydra vulgaris]"	2.97E-68	9.90E-64	0.460771472	0.987	0.767
ecEp-nem(id)	t12736aep|TSN33_MOUSE	PF00335	Tetraspanin-17 [Exaiptasia pallida]	7.43E-84	2.48E-79	0.459512419	0.831	0.403
ecEp-nem(id)	t33004aep|CNTP2_HUMAN	PF02210;PF00054	PREDICTED: contactin-associated protein-like 2 [Hydra vulgaris] >gi|828194562|ref|XP_012566549.1| PREDICTED: contactin-associated protein-like 2 [Hydra vulgaris]	1.58E-116	5.26E-112	0.456946792	0.728	0.247
ecEp-nem(id)	t36286aep|CAMT2_DICDI	PF01596;PF13578	PREDICTED: probable caffeoyl-CoA O-methyltransferase 2 [Hydra vulgaris]	5.92E-152	1.98E-147	0.456324047	0.686	0.181
ecEp-nem(id)	t25681aep	PF01335;PF00531	PREDICTED: uncharacterized protein LOC105844450 [Hydra vulgaris]	7.76E-201	2.59E-196	0.456078054	0.579	0.112
ecEp-nem(id)	t25426aep	PF00167;PF06268	PREDICTED: uncharacterized protein LOC101235893 [Hydra vulgaris]	2.15E-161	7.17E-157	0.454973492	0.543	0.116
ecEp-nem(id)	t12094aep|G6PI_BOVIN	PF00342	PREDICTED: glucose-6-phosphate isomerase-like [Crassostrea gigas] >gi|405951856|gb|EKC19730.1| Glucose-6-phosphate isomerase [Crassostrea gigas]	7.50E-64	2.50E-59	0.452429363	0.929	0.591
ecEp-nem(id)	t1602aep|HXB1_MACNE	PF00046	homeobox protein Hox-D10-like [Hydra vulgaris] >gi|348920|gb|AAA29211.1| HOM/HOX homeodomain transcription factor [Hydra vulgaris]	7.11E-138	2.38E-133	0.450856597	0.677	0.192
ecEp-nem(id)	t31943aep	NA	PREDICTED: uncharacterized protein LOC105848113 [Hydra vulgaris]	4.53E-181	1.51E-176	0.4493181	0.557	0.109
ecEp-nem(id)	t5059aep	NA	NA	2.19E-220	7.30E-216	0.448365611	0.566	0.098
ecEp-nem(id)	t4522aep|CALM_SCHPO	PF13499;PF00036;PF13405;PF13202;PF13833;PF14658	PREDICTED: calmodulin-like [Hydra vulgaris]	3.00E-189	1.00E-184	0.448036207	0.806	0.203
ecEp-nem(id)	t20199aep|PIRL_SOLLC	PF02678;PF05726	PREDICTED: pirin-like protein [Hydra vulgaris]	1.75E-114	5.86E-110	0.447972935	0.784	0.292
ecEp-nem(id)	t26604aep	PF00822	PREDICTED: uncharacterized protein LOC105847579 isoform X1 [Hydra vulgaris] >gi|828223638|ref|XP_012562687.1| PREDICTED: uncharacterized protein LOC105847579 isoform X1 [Hydra vulgaris]	4.98E-155	1.66E-150	0.445620685	0.715	0.189
ecEp-nem(id)	t37484aep|HMP_OCEIH	PF00175;PF00042;PF08030;PF00970	PREDICTED: flavohemoprotein A-like [Hydra vulgaris]	9.14E-85	3.05E-80	0.445458623	0.626	0.234
ecEp-nem(id)	t30827aep	NA	NA	1.01E-199	3.38E-195	0.444665215	0.601	0.117
ecEp-nem(id)	t5235aep	NA	PREDICTED: uncharacterized protein LOC101240268 [Hydra vulgaris]	5.36E-86	1.79E-81	0.444374111	0.808	0.339
ecEp-nem(id)	t29872aep	NA	NA	1.94E-164	6.47E-160	0.444258008	0.47	0.087
ecEp-nem(id)	t8910aep	PF00822;PF13903	PREDICTED: uncharacterized protein LOC100204029 [Hydra vulgaris] >gi|873757955|emb|CRX73241.1| Claudin-like 12 [Hydra vulgaris]	1.32E-82	4.41E-78	0.443962172	0.842	0.411
ecEp-nem(id)	t31315aep|FLNA_MOUSE	PF00630;PF00307;PF07495;PF13115;PF16640;PF09134;PF16586;PF02369	PREDICTED: filamin-A-like [Hydra vulgaris]	8.63E-65	2.88E-60	0.443235904	0.906	0.528
ecEp-nem(id)	t20179aep|CDD_DICDI	PF00383;PF08211	PREDICTED: probable cytidine deaminase [Hydra vulgaris]	6.09E-106	2.03E-101	0.442658655	0.808	0.323
ecEp-nem(id)	t25522aep|KI26A_MOUSE	PF00225;PF16796	PREDICTED: uncharacterized protein LOC100198939 [Hydra vulgaris]	8.05E-135	2.69E-130	0.442115197	0.637	0.181
ecEp-nem(id)	t33776aep|ASIC3_HUMAN	PF00858	PREDICTED: uncharacterized protein LOC100208636 [Hydra vulgaris]	6.77E-212	2.26E-207	0.44095096	0.59	0.109
ecEp-nem(id)	t19895aep|RB11B_RAT	PF00071;PF08477;PF00025;PF01926	predicted protein [Nematostella vectensis] >gi|156211993|gb|EDO33074.1| predicted protein [Nematostella vectensis]	9.84E-90	3.29E-85	0.438620161	0.782	0.339
ecEp-nem(id)	t12619aep	NA	NA	6.08E-74	2.03E-69	0.437222616	1	0.817
ecEp-nem(id)	t7624aep	NA	NA	5.98E-158	2.00E-153	0.436922738	0.441	0.08
ecEp-nem(id)	t10012aep|SNX11_HUMAN	PF00787	PREDICTED: uncharacterized protein LOC100199607 [Hydra vulgaris]	3.58E-90	1.20E-85	0.436720553	0.737	0.296
ecEp-nem(id)	t18616aep|PRY1_YEAST	PF00188;PF01549	PREDICTED: protein PRY1-like [Hydra vulgaris]	0	0	0.436104822	0.432	0.029
ecEp-nem(id)	t14594aep|ARGI_LITCT	PF00491	PREDICTED: arginase-1-like [Hydra vulgaris]	2.00E-198	6.68E-194	0.435640669	0.512	0.088
ecEp-nem(id)	t13980aep|K132L_MOUSE	NA	PREDICTED: UPF0577 protein KIAA1324-like homolog [Hydra vulgaris]	1.56E-118	5.19E-114	0.434890122	0.686	0.222
ecEp-nem(id)	t19405aep|JUN_CHICK	PF03957;PF00170;PF03131	jun protein [Hydra vulgaris] >gi|316995509|gb|ADU79240.1| JUN [Hydra vulgaris]	1.70E-51	5.69E-47	0.431933172	0.94	0.615
ecEp-nem(id)	t30936aep	NA	NA	5.08E-193	1.70E-188	0.429744814	0.563	0.106
ecEp-nem(id)	t4852aep	NA	PREDICTED: glutamic acid-rich protein-like [Hydra vulgaris]	3.13E-84	1.05E-79	0.427250118	0.84	0.403
ecEp-nem(id)	t1923aep	PF00822;PF13903;PF07344	PREDICTED: uncharacterized protein LOC100209915 [Hydra vulgaris] >gi|828227989|ref|XP_012564142.1| PREDICTED: uncharacterized protein LOC100209915 [Hydra vulgaris]	1.54E-82	5.15E-78	0.424772036	0.782	0.343
ecEp-nem(id)	t32142aep	NA	NA	2.60E-185	8.69E-181	0.424146588	0.595	0.121
ecEp-nem(id)	t15156aep|PTPRF_DANRE	PF00102	PREDICTED: receptor-type tyrosine-protein phosphatase delta-like [Hydra vulgaris]	2.46E-160	8.20E-156	0.422917225	0.608	0.14
ecEp-nem(id)	t24409aep|EMP1_PONAB	PF00822	PREDICTED: epithelial membrane protein 1-like [Hydra vulgaris]	6.46E-98	2.16E-93	0.422867993	0.633	0.218
ecEp-nem(id)	t25323aep|LDB3_HUMAN	PF00595;PF00412	PREDICTED: PDZ and LIM domain protein 7-like isoform X3 [Hydra vulgaris]	3.87E-60	1.29E-55	0.419833517	0.955	0.608
ecEp-nem(id)	t15339aep|MLP_ACRMI	PF12662	PREDICTED: uncharacterized protein LOC101240553 [Hydra vulgaris]	9.34E-78	3.12E-73	0.419769234	0.719	0.315
ecEp-nem(id)	t5257aep|MGST3_BOVIN	PF01124	PREDICTED: microsomal glutathione S-transferase 3-like [Hydra vulgaris]	3.86E-60	1.29E-55	0.419384427	0.976	0.707
ecEp-nem(id)	t14035aep|TBA1C_HUMAN	PF00091;PF03953	PREDICTED: tubulin alpha-4 chain [Hydra vulgaris]	0	0	0.418865549	0.592	0.058
ecEp-nem(id)	t14353aep	NA	NA	3.45E-178	1.15E-173	0.418855698	0.601	0.129
ecEp-nem(id)	t16860aep|TPM1_HYDVU	PF00261;PF12718	PREDICTED: tropomyosin-1-like [Hydra vulgaris]	8.03E-63	2.68E-58	0.417757876	0.993	0.842
ecEp-nem(id)	t20200aep	NA	PREDICTED: uncharacterized protein LOC105846531 [Hydra vulgaris]	5.44E-172	1.82E-167	0.417223104	0.572	0.12
ecEp-nem(id)	t13844aep|CNTN1_BOVIN	PF07679;PF13927;PF13895;PF00047	PREDICTED: neural cell adhesion molecule 1-like [Hydra vulgaris]	8.77E-67	2.93E-62	0.416769045	0.949	0.634
ecEp-nem(id)	t1699aep|ARC1A_RAT	PF00400;PF12894	PREDICTED: actin-related protein 2/3 complex subunit 1A-like [Hydra vulgaris]	1.52E-62	5.07E-58	0.415336259	0.98	0.758
ecEp-nem(id)	t19041aep|ESN_DROPS	PF00412;PF06297	PREDICTED: protein prickle-like isoform X1 [Hydra vulgaris]	5.58E-104	1.86E-99	0.41524375	0.764	0.292
ecEp-nem(id)	t23626aep	PF03645	PREDICTED: uncharacterized protein LOC100200284 [Hydra vulgaris]	3.33E-207	1.11E-202	0.414016321	0.514	0.086
ecEp-nem(id)	t30803aep	NA	PREDICTED: uncharacterized protein LOC100200031 [Hydra vulgaris]	6.45E-216	2.15E-211	0.411091676	0.546	0.094
ecEp-nem(id)	t4523aep|FUT11_ORYLA	PF00852;PF17039	"PREDICTED: alpha-(1,3)-fucosyltransferase 11-like [Hydra vulgaris]"	1.07E-169	3.57E-165	0.41010362	0.581	0.127
ecEp-nem(id)	t8470aep|FMO2_PONAB	PF00743;PF13738;PF07992;PF13434;PF13450	PREDICTED: dimethylaniline monooxygenase [N-oxide-forming] 2-like [Hydra vulgaris]	5.79E-149	1.93E-144	0.409741888	0.65	0.164
ecEp-nem(id)	t25745aep	NA	PREDICTED: early endosome antigen 1-like isoform X2 [Hydra vulgaris]	2.37E-117	7.91E-113	0.409713379	0.71	0.231
ecEp-nem(id)	t15818aep	NA	PREDICTED: neuroblast differentiation-associated protein AHNAK [Hydra vulgaris]	8.85E-80	2.95E-75	0.406518997	0.895	0.453
ecEp-nem(id)	t26085aep|TBA_LYTPI	NA	PREDICTED: tubulin alpha chain-like [Colobus angolensis palliatus]	1.22E-84	4.06E-80	0.406134053	0.987	0.777
ecEp-nem(id)	t1615aep	PF00531	NA	7.36E-160	2.46E-155	0.406016294	0.55	0.12
ecEp-nem(id)	t1145aep	NA	secreted protein [Hydra vulgaris]	6.47E-175	2.16E-170	0.403354762	0.592	0.123
ecEp-nem(id)	t35900aep|RHCG_XENTR	PF00909	PREDICTED: ammonium transporter Rh type C-like isoform X1 [Hydra vulgaris] >gi|828208106|ref|XP_012557537.1| PREDICTED: ammonium transporter Rh type C-like isoform X2 [Hydra vulgaris]	3.60E-131	1.20E-126	0.403320173	0.472	0.106
ecEp-nem(id)	t31038aep	PF01290	thypedin [Hydra vulgaris]	5.99E-53	2.00E-48	0.401957916	0.964	0.682
ecEp-nem(id)	t29986aep|CRYAB_BOVIN	PF00011	PREDICTED: heat shock protein Hsp-16.2-like [Hydra vulgaris]	1.15E-38	3.85E-34	0.400864513	0.833	0.5
ecEp-nem(id)	t37298aep	NA	PREDICTED: centromere protein F-like [Hydra vulgaris]	0	0	0.400394441	0.688	0.095
ecEp-nem(id)	t27899aep	NA	PREDICTED: putative uncharacterized protein DDB_G0282133 [Hydra vulgaris]	7.74E-186	2.58E-181	0.39948024	0.584	0.116
ecEp-nem(id)	t9902aep|GSHB_XENLA	PF03917;PF03199	PREDICTED: glutathione synthetase-like [Hydra vulgaris]	2.67E-83	8.90E-79	0.399430249	0.356	0.091
ecEp-nem(id)	t37679aep|DCC_MOUSE	PF00041	PREDICTED: uncharacterized protein LOC100215940 [Hydra vulgaris]	2.02E-268	6.73E-264	0.398189456	0.668	0.113
ecEp-nem(id)	t2416aep|JPH3_MOUSE	PF02493	PREDICTED: uncharacterized protein LOC100199131 isoform X1 [Hydra vulgaris]	1.75E-87	5.84E-83	0.396605353	0.682	0.256
ecEp-nem(id)	t29474aep	NA	PREDICTED: mannose-specific lectin-like [Hydra vulgaris]	6.81E-156	2.27E-151	0.396124321	0.472	0.09
ecEp-nem(id)	t5635aep|GMDS_CRIGR	PF16363;PF01370;PF04321	"PREDICTED: GDP-mannose 4,6 dehydratase-like [Hydra vulgaris]"	1.78E-72	5.95E-68	0.396021116	0.804	0.389
ecEp-nem(id)	t2606aep|RAB10_PONAB	PF00071;PF08477;PF00025	PREDICTED: ras-related protein Rab-10-like [Hydra vulgaris]	3.33E-59	1.11E-54	0.39506559	0.94	0.651
ecEp-nem(id)	t9955aep|FLOT2_DROME	PF01145;PF15975	PREDICTED: flotillin-2-like [Hydra vulgaris]	4.32E-56	1.44E-51	0.393592563	0.964	0.674
ecEp-nem(id)	t1786aep|CP4V2_RAT	PF00067	PREDICTED: cytochrome P450 4V2-like [Hydra vulgaris]	2.03E-169	6.77E-165	0.390137773	0.639	0.144
ecEp-nem(id)	t2551aep	PF03281	PREDICTED: uncharacterized protein LOC105846279 [Hydra vulgaris]	1.92E-123	6.42E-119	0.389892303	0.657	0.194
ecEp-nem(id)	t7001aep|VINEX_HUMAN	PF14604;PF00018;PF07653;PF00595	PREDICTED: uncharacterized protein C19C2.10-like [Hydra vulgaris]	3.88E-80	1.30E-75	0.389298409	0.915	0.477
ecEp-nem(id)	t5516aep	NA	PREDICTED: uncharacterized protein LOC100212920 [Hydra vulgaris]	1.51E-169	5.05E-165	0.389074898	0.612	0.134
ecEp-nem(id)	t23108aep|ITB1_FELCA	PF00362;PF08725;PF07965	PREDICTED: integrin beta-PS-like [Hydra vulgaris]	2.96E-85	9.89E-81	0.388665194	0.641	0.242
ecEp-nem(id)	t36946aep|ELOV5_XENTR	PF01151	PREDICTED: elongation of very long chain fatty acids protein AAEL008004-like [Hydra vulgaris]	1.96E-157	6.53E-153	0.387350184	0.563	0.126
ecEp-nem(id)	t23112aep	NA	PREDICTED: uncharacterized protein LOC100202905 [Hydra vulgaris]	9.95E-58	3.32E-53	0.387150881	0.813	0.424
ecEp-nem(id)	t2940aep|CTNL1_MOUSE	PF01044	PREDICTED: catenin alpha-2-like [Hydra vulgaris]	4.24E-148	1.41E-143	0.385952379	0.624	0.16
ecEp-nem(id)	t30823aep|TAR1_KLULA	NA	PREDICTED: uncharacterized protein LOC107178872 [Citrus sinensis]	1.84E-45	6.14E-41	0.385053333	0.906	0.656
ecEp-nem(id)	t23647aep|CRYAB_BOVIN	PF00011	PREDICTED: heat shock protein Hsp-16.1/Hsp-16.11-like [Hydra vulgaris]	2.94E-48	9.80E-44	0.383166226	0.717	0.371
ecEp-nem(id)	t17717aep|MOT10_DANRE	PF07690	PREDICTED: monocarboxylate transporter 10-like [Hydra vulgaris]	3.21E-189	1.07E-184	0.383001183	0.412	0.062
ecEp-nem(id)	t26258aep|CSRP2_CHICK	PF00412	PREDICTED: cysteine and glycine-rich protein 1-like [Hydra vulgaris]	3.89E-46	1.30E-41	0.382506589	0.976	0.616
ecEp-nem(id)	t1696aep|WDR1_DROME	PF00400;PF12894;PF08662;PF07676	PREDICTED: WD repeat-containing protein 1-A-like isoform X1 [Hydra vulgaris]	8.89E-56	2.97E-51	0.382257164	0.82	0.447
ecEp-nem(id)	t5643aep|MYPT1_CHICK	PF13637;PF12796;PF00023;PF13606	PREDICTED: BCL-6 corepressor-like protein 1 [Hydra vulgaris]	1.30E-68	4.33E-64	0.38178154	0.697	0.293
ecEp-nem(id)	t34764aep|RSU1_BOVIN	PF13855;PF12799;PF14580;PF00560	PREDICTED: ras suppressor protein 1-like [Hydra vulgaris]	1.71E-55	5.71E-51	0.381090708	0.855	0.512
ecEp-nem(id)	t34679aep	NA	PREDICTED: uncharacterized protein LOC105844916 [Hydra vulgaris]	4.74E-63	1.58E-58	0.379754854	0.735	0.322
ecEp-nem(id)	t27460aep|MVP_STRPU	PF01505;PF11978	PREDICTED: major vault protein-like [Hydra vulgaris]	2.79E-67	9.32E-63	0.378756575	0.748	0.358
ecEp-nem(id)	t1230aep	NA	PREDICTED: uncharacterized protein LOC105843564 [Hydra vulgaris]	3.31E-94	1.11E-89	0.378414912	0.399	0.097
ecEp-nem(id)	t12237aep|DDC_RAT	PF00282;PF00155	PREDICTED: aromatic-L-amino-acid decarboxylase-like [Hydra vulgaris]	7.61E-184	2.54E-179	0.377827881	0.517	0.096
ecEp-nem(id)	t30027aep|UNC47_CAEEL	PF01490	PREDICTED: vesicular GABA transporter-like [Hydra vulgaris]	1.55E-83	5.18E-79	0.377586148	0.653	0.244
ecEp-nem(id)	t2525aep|ANR10_HUMAN	PF13857;PF12796;PF13637	PREDICTED: ankyrin repeat and SOCS box protein 3-like [Hydra vulgaris]	9.34E-155	3.12E-150	0.376612752	0.503	0.103
ecEp-nem(id)	t33147aep|MFSD8_DANRE	PF07690	PREDICTED: major facilitator superfamily domain-containing protein 8-like [Hydra vulgaris]	9.47E-200	3.16E-195	0.374354747	0.474	0.076
ecEp-nem(id)	t36308aep|NDRG3_RAT	PF03096	PREDICTED: protein NDRG3-like [Hydra vulgaris]	2.93E-126	9.78E-122	0.373680016	0.601	0.16
ecEp-nem(id)	t19447aep|GELS2_LUMTE	PF00626	PREDICTED: gelsolin-like protein 1 [Hydra vulgaris]	1.47E-40	4.92E-36	0.373134374	0.991	0.743
ecEp-nem(id)	t20590aep	NA	PREDICTED: uncharacterized protein LOC105843826 [Hydra vulgaris]	1.39E-163	4.63E-159	0.372854233	0.588	0.127
ecEp-nem(id)	t10573aep|CALM_PNECA	PF13499;PF00036;PF13405;PF13833;PF13202;PF14658;PF10591	PREDICTED: calmodulin-A-like [Hydra vulgaris]	1.11E-147	3.71E-143	0.371786068	0.517	0.109
ecEp-nem(id)	t27213aep|IM23_SCHHA	PF00335	PREDICTED: 23 kDa integral membrane protein-like [Hydra vulgaris]	8.06E-48	2.69E-43	0.371648686	0.989	0.798
ecEp-nem(id)	t13757aep	NA	NA	7.56E-120	2.52E-115	0.369616835	0.41	0.086
